zzzsSt,vrsta,oe,tip,sifOe,naziv,naslov,posta,tel,splStran
4346432,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"AMBULANTA SPLOŠNE MEDICINE TIBOR IBRIŠIMOVIĆ DR. MED., SPEC.",ULICA DR. HROVATA 4,2270 ORMOŽ,(02) 741 09 40,https://ezdravnik.si/zdravnik/ibrisimovic-tibor/
8255715,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"AMBULANTA SPLOŠNE MEDICINE, ALENKA SIMONIČ S.P.",ULICA DR. HROVATA 4,2270 ORMOŽ,,https://www.ambulantasimonic.com/
4709079,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"AMBULANTA ZA OTROKE IN ŠOLARJE PEDENJPED, ZDRAVSTVENE IN DRUGE STORITVE,D.O.O.",MAISTROVA ULICA 22,2230 LENART V SLOV. GORICAH,(02) 729 18 41,https://www.zdravniki-zobozdravniki.net/clan/Bernarda-VOGRIN-1111/
5689022,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"AMBULANTA ZA VSE GENERACIJE, ZDRAVSTVENE STORITVE IN SVETOVANJE, D.O.O.",POTRČEVA CESTA 15,2250 PTUJ,(02) 746 76 01,https://www.zdravniki-zobozdravniki.net/clan/Lidija-LETONJA-JAUSOVEC-667/
5561015,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"AMIGDALA, DRUŽBA ZA ZDRAVSTVENE, DRUGE STORITVE IN SVETOVANJE, D.O.O.",RADEHOVA 5 C,2230 LENART V SLOV. GORICAH,02 729 18 31,https://www.amigdala.si/
3454818,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,BAKLAN BRIGITA - ZASEBNA AMBULANTA SPLOŠNE MEDICINE,MARKOVCI 43,2281 MARKOVCI,(02) 788 82 10,https://www.zdravniki-zobozdravniki.net/clan/Brigita-BAKLAN-692/
2954711,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,COLARIĆ MARJAN - ZDRAVNIK SPLOŠNE MEDICINE,BISTRIŠKA CESTA 62,2319 POLJČANE,(02) 802 59 97,https://zdravniki-zobozdravniki.net/Clan/Marjan-COLARIC-396
5091771,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"DENTIKO, ZOBOZDRAVSTVENE IN DRUGE ZDRAVSTVENE DEJAVNOSTI, D.O.O.",RADVANJSKA CESTA 134,2000 MARIBOR,(02) 480 56 14,http://dentiko.si/
4165327,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"DIVINA MEDICA PODJETJE ZA ZDRAVSTVENO DEJAVNOST, TRGOVINO IN STORITVE D.O.O.",BETNAVSKA CESTA 13,2000 MARIBOR,(02) 320 20 10,
8570939,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"DRUŽINSKA MEDICINA STUDENCI, SPLOŠNA ZUNAJBOLNIŠNIČNA ZDRAVSTVENA DEJAVNOST, D.O.O.",HRASTJE 56 B,2341 LIMBUŠ,(02) 429 00 90,
5715483,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ECHINACEA DRUŽBA ZA ZDRAVSTVENE STORITVE, SVETOVANJE IN TRGOVINO, D.O.O.",MALEČNIK 14,2229 MALEČNIK,(02) 473 07 44,https://zdravniki-zobozdravniki.net/Clan/Darja-BELEC-1284
4496920,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,GERONTOLOŠKA IN SPLOŠNA AMBULANTA POLONCA VOBOVNIK GROBELNIK,ŽELEZNIKOVA ULICA 4,2000 MARIBOR,(05) 912 95 00,https://www.ambulanta-grobelnik.si/
3200135,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,HABJANIČ-MERC BRIGITA - ZASEBNA ORDINACIJA ZA PREDŠOLSKE OTROKE IN DRUŽINSKO MEDICINO,ROGOZNIŠKA CESTA 32,2250 PTUJ,(02) 748 12 20,https://ordinacija-habjanic.si/
4173475,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,KLINKON ZDRAVSTVENI ZAVOD,POTRČEVA CESTA 49,2250 PTUJ,(02) 780 10 56,https://klinkon-zdravstveni-zavod.webador.com/
5699280,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"LILIMED, ZUNAJBOLNIŠNIČNA ZDRAVSTVENA DEJAVNOST IN TRGOVINA, D.O.O.",BREG 6 A,2322 MAJŠPERK,(02) 794 51 01,https://zdravniki-zobozdravniki.net/Clan/Liljana-JOVANOVIC-699
3445498,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,LOVREC ANDREJ - DOKTOR MEDICINE,PUPINOVA ULICA 2,2000 MARIBOR,(02) 250 24 83,https://zdravniki-zobozdravniki.net/Clan/Andrej-LOVREC-716
3124484,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,LUPŠE - ŠTAMPAR JASNA - DEJAVNOST SPLOŠNE MEDICINE,PARTIZANSKA CESTA 59,2000 MARIBOR,(02) 250 17 20,https://www.zdravniki-zobozdravniki.net/clan/Jasna-LUPSE-STAMPAR-243/
6038809,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"MEDICA PRIMA, ZDRAVSTVENE STORITVE, SVETOVANJE, TRGOVINA, D.O.O.",NA TRATI 2,2000 MARIBOR,(02) 461 73 29,http://ambulanta-brezje.si/
3095581,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,MEDICINA VIVAMED IZUDIN KANLIČ DR MED,OSOJNIKOVA CESTA 9,2250 PTUJ,(02) 779 07 91,https://www.zdravniki-zobozdravniki.net/clan/Izudin-KANLIC-1156/
5089080,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"MEDIKUS, ZDRAVSTVENA DEJAVNOST, D.O.O.",CESTA K DRAVI 8,2241 SPODNJI DUPLEK,02 620 24 80,https://medikus.si/
8195821,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"MENS MEDICA, ZDRAVSTVENE IN DRUGE STORITVE, D.O.O.",ŽOLGARJEVA ULICA 14,2000 MARIBOR,02 614 02 96,https://www.zdravniki-zobozdravniki.net/clan/Marija-MILOVIC-MIHAJLOVIC-1617/
2954665,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,MILAKOVIĆ RANKO - DEJAVNOST SPLOŠNE MEDICINE,KOLODVORSKA ULICA 3,2331 PRAGERSKO,(02) 803 91 36,http://ambulanta-pragersko.si/
4527321,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"NIKL KRAVOS, ZDRAVSTVENA DEJAVNOST, PROIZVODNJA, TRGOVINA, GOSTINSTVO IN STORITVE, D.O.O.",TOMŠIČEVA ULICA 6,2000 MARIBOR,082 056 876,http://niklkravos.com/Mira/Splosna.html
3859402,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"NOVAK ZORAN - ZASEBNI ZDRAVNIK NA PODROČJU MEDICINE DELA , PROMETA IN ŠPORTA IN NA PODROČJU SPLOŠNE MEDICINE",PRVOMAJSKA ULICA 25,2000 MARIBOR,(02) 426 02 12,https://zdravniki-zobozdravniki.net/Clan/Zoran-NOVAK-802
4523256,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,ORDINIJA ZDRAVSTVENA IN STORITVENA DEJAVNOST D.O.O.,POD HRIBOM 12,2212 ŠENTILJ V SLOV. GORICAH,(02) 650 50 90,https://zdravniki-zobozdravniki.net/Clan/Maksimiljan-DAMJAN-447
3861500,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"PEDIATRIJA BORŠTNIKOVA, ZDRAVSTVENE STORITVE IN IZOBRAŽEVANJE, D.O.O.",BORŠTNIKOVA ULICA 79,2000 MARIBOR,(02) 429 02 22,http://www.pediatrija.si/
7015856,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"PEDIATRIJA MOJCA ŠVAB ZAVRATNIK, DR. MED.",NA SOSESKI 14,2000 MARIBOR,(08) 200 26 65,http://www.pediatrija-sentilj.si/
4519019,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"PEDIATRIJA, DRUŽBA ZA PREVENTIVO IN ZDRAVLJENJE OTROK, D.O.O.",KALOHOVA ULICA 18,2000 MARIBOR,02 420 18 87,http://pediatrijakrebs.si/
5088847,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"PEDIATRINJA SUZANA ŠKORJANC ANTOLIČ, ZDRAVSTVENA DEJAVNOST, D.O.O.",HRENOVA ULICA 6,2000 MARIBOR,(02) 429 09 11,https://pediatrinjasuzana.si/
5755570,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"PEDIATRIČNA ORDINACIJA BARBARA DIETNER MERKAN, ZDRAVSTVENE STORITVE IN SVETOVANJE, D.O.O.",POBREŠKA CESTA 6,2000 MARIBOR,082 057 530,http://www.pediatrija-tezno.si
4318036,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"PREMEDIKO, ZDRAVSTVENE, TRGOVSKE IN DRUGE STORITVE, D.O.O.",LJUBLJANSKA ULICA 9,2000 MARIBOR,(02) 332 33 99,https://premediko.si/
3454821,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,PRIBOŽIČ DARJA - ZASEBNA AMBULANTA SPLOŠNE MEDICINE,GORIŠNICA 54,2272 GORIŠNICA,(02)743 02 60,https://pribozic.si/
2954603,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,RAFOT - BERLOT MARIJA - ZDRAVNIK - SPLOŠNA MEDICINA,ULICA POHORSKEGA BATALJONA 11,2317 OPLOTNICA,031/ 613 455,https://zdravniki-zobozdravniki.net/Clan/Marija-RAFOT-BERLOT-433
6212353,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"SAFTIĆ, ZDRAVSTVENA DEJAVNOST, D.O.O.",CIRKULANE 28,2282 CIRKULANE,(02) 761 80 01,https://saftic.si/
5746932,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"SAVA MED, ZDRAVSTVENE STORITVE IN SVETOVANJE, D.O.O.",CESTA K DRAVI 8,2241 SPODNJI DUPLEK,02 620 24 90,http://savamed.si/
4094658,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"SCHAUBACH TOMAŽ, ZASEBNI ZDRAVNIK NA PODROČJU DRUŽINSKE MEDICINE",TRNOVSKA VAS 42 A,2254 TRNOVSKA VAS,051/ 249 229,https://ambulantaschaubach.weebly.com/delovni-268as.html
7824080,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"SIRAMED, MEDICINSKE STORITVE IN SVETOVANJE, D.O.O.",SLOVENSKOGORIŠKA CESTA 39,2250 PTUJ,082 057 397,http://www.siramed.si
5364003,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"SPLOŠNA AMBULANTA INA HEGEDIČ, DR. MED.",STADIONSKA ULICA 4,2342 RUŠE,(08) 281 12 16,https://zdravniki-zobozdravniki.net/Clan/Ina-HEGEDIC-1287
4706513,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"SPLOŠNA AMBULANTA SLADKI VRH VLADO MARČINKO, DR. MED.",SLADKI VRH 5,2214 SLADKI VRH,02 644 61 20,http://www.splosna-ambulanta-sladkivrh.si
6321672,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"SPLOŠNA MEDICINA, ZDRAVSTVENE STORITVE IN SVETOVANJE, D.O.O.",STADIONSKA ULICA 4,2342 RUŠE,(02) 603 64 96,https://zdravniki-zobozdravniki.net/Clan/Primoz-KUHAR-1456
3125951,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,TENYI LASZLO - DEJAVNOST SPLOŠNE MEDICINE,PARTIZANSKA CESTA 59,2000 MARIBOR,(02) 250 17 20,https://zdravniki-zobozdravniki.net/Clan/Laszlo-TENYI-478
5723063,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"VISAMA, ZDRAVSTVO, STORITVE IN IZOBRAŽEVANJE, D.O.O.",VIDEM PRI PTUJU 51,2284 VIDEM PRI PTUJU,(02) 764 00 26,https://visama.si/
6722433,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,ZASEBNA AMBULANTA - MOJ PEDIATER MATJAŽ HOMŠAK,MAISTROVA ULICA 22,2230 LENART V SLOV. GORICAH,02 729 18 33,https://www.zdravniki-zobozdravniki.net/clan/Matjaz-HOMSAK-1446/
7279176,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ZASEBNA AMBULANTA DRUŽINSKE MEDICINE, IVAN MITROVIĆ. DR. MED. SPEC.",KREMBERK 36 A,2233 SV. ANA V SLOV. GORICAH,05 996 72 85,https://zdravniki-zobozdravniki.net/Clan/Ivan-MITROVIC-1488
5968550,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ZASEBNA AMBULANTA ROJ, DR.MED., SPLOŠNA MEDICINA, MEDICINA DELA, PROMETA IN ŠPORTA, LEPOTNI SALON HARMONIJA, D.O.O.",MROŽEVA ULICA 3,2310 SLOVENSKA BISTRICA,(02) 818 18 88,https://www.medicina-dela-roj.si/splosna-medicina
4107225,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ZASEBNA AMBULANTA SPLOŠNE IN DRUŽINSKE MEDICINE OPLOTNICA MIRAN ARBEITER, DR. MED., SPEC. SPL. MED.",ULICA POHORSKEGA BATALJONA 11,2317 OPLOTNICA,(02) 801 99 33,https://www.zdravniki-zobozdravniki.net/clan/Miran-ARBEITER-889/
4104232,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,ZASEBNA AMBULANTA SPLOŠNE MEDICINE FRAM IRENA STROJNIK DR. MED. SPEC. SPLOŠNE MEDICINE,CAFOVA ULICA 1,2313 FRAM,(02) 601 20 20,https://zdravniki-zobozdravniki.net/Clan/Irena-STROJNIK-911
4103090,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ZASEBNA AMBULANTA SPLOŠNE MEDICINE METKA FIŠER ZOBOVIČ, DR. MED., SPECIALIST SPLOŠNE MEDICINE",GORNJI TRG 37,2344 LOVRENC NA POHORJU,(02) 675 55 52,https://ambulantalovrenc.com/
4155243,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ZASEBNA AMBULANTA SPLOŠNE MEDICINE, TANJA PAVLOVIĆ, DR. MED., SPEC. SPL. MEDICINE",PARTIZANSKA ULICA 30,2310 SLOVENSKA BISTRICA,(02) 818 49 96,https://www.zd-sb.si/sl/ambulante/zasebna-ambulanta-splosne-medicine-tanja-pavlovic-drmedspecsplmed
7291647,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ZASEBNA OTROŠKA IN ŠOLSKA AMBULANTA MOJCA IVANKOVIČ KACJAN, DR. MED., SPEC. PEDIATRIJE",MAISTROVA ULICA 22,2230 LENART V SLOV. GORICAH,(02)729 18 18,https://www.zdravniki-zobozdravniki.net/clan/Mojca-IVANKOVIC-KACJAN-1486/
4664697,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,ZASEBNA PEDIATRIČNA ORDINACIJA SABINA ROZMAN GOLČAR DR. MED. SPEC. PED.,STADIONSKA ULICA 2,2342 RUŠE,(02) 609 00 91,https://sabinarozman.wordpress.com/
4109777,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ZASEBNA SPLOŠNA AMBULANTA SILVANA POPOV, DR. MED., SPEC. SPL. MED.",MAKOLE 28,2321 MAKOLE,(02) 803 05 70,http://www.silvana-popov.si/
4530759,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ZDRAV SLOG, DRUŽBA ZA ZDRAVSTVENE STORITVE IN SVETOVANJE D.O.O.",PESNICA PRI MARIBORU 42 C,2211 PESNICA PRI MARIBORU,(02) 654 20 08,http://www.zdravslog.si/kontakt
5236255,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ZDRAVSTVENA ORDINACIJA ""DR. ŠOLMAN"", ZDRAVSTVENE STORITVE, D.O.O.",ROGOZNIŠKA CESTA 32 A,2250 PTUJ,(02) 787 80 40,https://solman.si/index.php
6608788,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ZDRAVSTVENI ZAVOD BARBUL MARICA, MIKLAVŽ NA DRAVSKEM POLJU",PTUJSKA CESTA 110,2204 MIKLAVŽ NA DRAVSKEM POLJU,(02) 629 63 30,https://zdravniki-zobozdravniki.net/Clan/Marica-BARBUL-705
4166123,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,ZDRAVSTVENI ZAVOD DR. ŽEBELJAN,KARDELJEVA CESTA 84,2000 MARIBOR,(02) 332 77 63,https://www.zdravniki-zobozdravniki.net/clan/Zoran-KOZUL-1414/
6861492,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ZDRAVSTVENI ZAVOD KOS, RUŠE",STADIONSKA ULICA 4,2342 RUŠE,(02) 603 64 97,https://zdravniki-zobozdravniki.net/Clan/Edvard-KOS-53
6471151,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ZDRAVSTVENI ZAVOD ZARJA, ZGORNJA KUNGOTA",PLINTOVEC 7 B,2201 ZGORNJA KUNGOTA,(02) 655 08 98,https://www.zz-zarja.si/
3190152,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,ZRILIĆ IRIS - ZASEBNA PEDIATRIČNA AMBULANTA,POTRČEVA CESTA 15,2250 PTUJ,(02) 780 09 13,http://www.zrilic.si
3096539,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,ŠAŠKO VALERIJA - AMBULANTA ŠAŠKO,OSOJNIKOVA CESTA 9,2250 PTUJ,(02) 748 19 90,https://www.sasko.si/
5740792,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"ŠOLMED - ŠOLSKA IN PEDIATRIČNA AMBULANTA, ZDRAVSTVENE STORITVE IN SVETOVANJE, D.O.O.",LACKOVA CESTA 135,2341 LIMBUŠ,(08) 205 75 70,https://www.zdravniki-zobozdravniki.net/clan/Branka-KVAS-KUCIC-1226/
3445865,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,ŠORLI BRIGITA - DOKTORICA MEDICINE,PUPINOVA ULICA 2,2000 MARIBOR,(02) 250 24 76,https://zdravniki-zobozdravniki.net/Clan/Brigita-SORLI-687
3121200,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,ŠOSTERIČ ALEKSANDER - ORDINACIJA SPLOŠNE MEDICINE,MAISTROVA ULICA 22,2230 LENART V SLOV. GORICAH,02 729 18 32,https://zdravniki-zobozdravniki.net/Clan/Aleksander-SOSTERIC-707
5649502,Zasebni,OE MARIBOR,Specialist,260000,"AMBULANTA ROSIČ, ZDRAVSTVENE STORITVE IN SVETOVANJE, D.O.O.",POT V TOPLICE 9,2250 PTUJ,02 788 52 00,http://www.ambulanta-rosic.si
5636453,Zasebni,OE MARIBOR,Specialist,260000,"AMBULANTA TOMINC, ZDRAVSTVENA DEJAVNOST, D.O.O.",POT V TOPLICE 9,2250 PTUJ,(02) 787 08 06,"https://s-tominc.si/, https://www.b-tominc.si/"
6063507,Zasebni,OE MARIBOR,Specialist,260000,"GINEKOMED FORUM, ZDRAVSTVENE STORITVE IN SVETOVANJE, D.O.O.",CANKARJEVA ULICA 6 D,2000 MARIBOR,(02) 228 20 95,http://www.ezdravnik.si/zdravnik/zavrsnik-mihic
3790740,Zasebni,OE MARIBOR,Specialist,260000,"MILUMED, ZDRAVSTVENE STORITVE D.O.O.",LANGUSOVA ULICA 8,2250 PTUJ,(02) 780 09 30,https://ginekologija-lukman.si/
734107,Zasebni,OE MARIBOR,Specialist,260000,"POLIKLINIKA AMBER, ZDRAVSTVENE STORITVE, D.O.O.",LJUBLJANSKA ULICA 9,2000 MARIBOR,(02) 420 77 55,http://www.poliklinika-amber.si
4138631,Zasebni,OE MARIBOR,Specialist,260000,"VITA ET SOL DRUŽBA ZA ZDRAVSTVO, STORITVE, POSREDNIŠTVO, TRGOVINO IN GOSTINSTVO D.O.O.",DEVINSKA ULICA 11,2310 SLOVENSKA BISTRICA,(02) 840 13 33,https://vitaetsol.wordpress.com/
5647290,Zasebni,OE MARIBOR,Specialist,260000,"ZDRAVSTVO BERIĆ, AMBULANTA SPLOŠNE MEDICINE IN SPECIALISTIČNA PSIHIATRIČNA ORDINACIJA, D.O.O.",OSOJNIKOVA CESTA 9,2250 PTUJ,(02) 787 64 70,https://www.zdravstvo-beric.si/
4574404,Zasebni,OE MARIBOR,Zobozdravnik,260000,"ATELJE D, ZOBOZDRAVSTVO, STORITVE IN SVETOVANJE, D.O.O.",KOROŠKA CESTA 113 C,2000 MARIBOR,(02) 252 75 74,https://www.cakalnedobe.si/ambulante/atelje-d-zobozdravstvo-storitve-in-svetovanje-d-o-o
3438973,Zasebni,OE MARIBOR,Zobozdravnik,260000,BARTOLIĆ-MARTINEZ ŽELJKA - ZASEBNA ZOBNA AMBULANTA,CIRKULANE 28,2282 CIRKULANE,(02) 761 04 73,https://www.cakalnedobe.si/ambulante/bartolic-martinez-zeljka-zasebna-zobna-ambulanta
4519040,Zasebni,OE MARIBOR,Zobozdravnik,260000,BH AJA DRUŽBA ZA STORITVE IN SVETOVANJE D.O.O.,TRG SVOBODE 26,2310 SLOVENSKA BISTRICA,(02) 843 14 73,http://www.zobozdravstvo-bhaja.si/
3208659,Zasebni,OE MARIBOR,Zobozdravnik,260000,CHUM - ZIERER VESNA - ZOBNA AMBULANTA,VRBANSKA CESTA 97,2351 KAMNICA,(02) 624 03 20,https://www.zdravniki-zobozdravniki.net/clan/Vesna-CHUM-ZIERER-668/
820549,Zasebni,OE MARIBOR,Zobozdravnik,260000,"CORONA DENTIS ZOBOZDRAVSTVENA DEJAVNOST, ZOBOTEHNIČNA DEJAVNOST IN TRGOVINA D.O.O.",PESNICA PRI MARIBORU 42 C,2211 PESNICA PRI MARIBORU,(02) 654 41 30,https://www.corona-dentis.si/
4107515,Zasebni,OE MARIBOR,Zobozdravnik,260000,"CUSPIS ZOBOZDRAVSTVO, TRGOVINA IN OSTALE STORITVE D.O.O.",PODGORCI 48,2273 PODGORCI,(02) 764 00 74,https://www.cakalnedobe.si/ambulante/cuspis-d-o-o-pe-ambulanta-videm-pri-ptuju
5664508,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTAL B, ZOBOZDRAVSTVENE, ZDRAVSTVENE IN DRUGE STORITVE, D.O.O.",CESTA OSVOBODILNE FRONTE 44,2000 MARIBOR,041 281 388,https://www.dental-b.si/
4370487,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTAL CENTER ZOBOZDRAVSTVO, TRGOVINA IN STORITVE D.O.O.",CANKARJEVA ULICA 23 A,2000 MARIBOR,(02) 250 09 84,https://www.cakalnedobe.si/ambulante/dental-center-zobozdravstvo-trgovina-in-storitve-d-o-o
803482,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTALEN - TERJAK, DRUŽBA ZA ZOBOZDRAVSTVENO DEJAVNOST D.O.O.",SPODNJI SLEMEN 11,2352 SELNICA OB DRAVI,(02) 252 68 57,https://www.cakalnedobe.si/ambulante/dentalen-terjak-druzba-za-zobozdravstveno-dejavnost-d-o-o
4553883,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTALNI ATELJE MATIJA BRVAR, DR. DENT. MED.",TOMŠIČEVA ULICA 23,2000 MARIBOR,(02) 250 83 61,http://dentalni-atelje.si/
5091710,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTALNI IN ESTETSKI STUDIO VB, ZOBOZDRAVSTVENE IN DRUGE ZDRAVSTVENE DEJAVNOSTI, D.O.O.",JEZDARSKA ULICA 7,2000 MARIBOR,(02) 320 58 66,https://dentalni-estetski.si/
5745940,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTALNI STUDIO MB, ZOBOZDRAVSTVENA AMBULANTA IN STORITVE MIHAELA BENKO, DR. DENT. MED., D.O.O.",GREGORČIČEVA ULICA 1,2230 LENART V SLOV. GORICAH,040/ 336 066,http://www.drbenko.si/
317177,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTAMEDICA, TRGOVINA, ZOBOZDRAVSTVENE IN DRUGE STORITVE, D.O.O.",LJUBLJANSKA CESTA 80,2310 SLOVENSKA BISTRICA,(02) 818 53 33,https://www.cakalnedobe.si/ambulante/dentamedica-trgovina-zobozdravstvene-in-druge-storitve-d-o-o
4165421,Zasebni,OE MARIBOR,Zobozdravnik,260000,DENTIN DRUŽBA ZA ZOBOZDRAVSTVENO DEJAVNOST D.O.O.,NA TRATAH 4,2250 PTUJ,02 779 63 21,http://www..slovenski-zobozdravniki.si//dentin-irena-skornik-kostanjevec
5704706,Zasebni,OE MARIBOR,Zobozdravnik,260000,"DENTMED, ZOBOZDRAVSTVENE STORITVE, D.O.O.",ULICA PARIŠKE KOMUNE 42,2000 MARIBOR,(02) 331 57 41,http://www.dentmed.si/
3136510,Zasebni,OE MARIBOR,Zobozdravnik,260000,ERŠTE BOŽENA - ZASEBNA STOMATOLOŠKA ORDINACIJA,VEZNA POT 1,2000 MARIBOR,(02) 251 03 33,https://www.cakalnedobe.si/ambulante/erste-bozena
7119750,Zasebni,OE MARIBOR,Zobozdravnik,260000,"FA-DENTAL, ZOBOZDRAVSTVENE STORITVE, D.O.O.",TRG ALFONZA ŠARHA 18,2310 SLOVENSKA BISTRICA,(02) 840 17 60,http://www.fadental.si/
3236916,Zasebni,OE MARIBOR,Zobozdravnik,260000,FILIPIČ IRENA - DOKTOR STOMATOLOGIJE,CESTA K DRAVI 8,2241 SPODNJI DUPLEK,(02) 684 01 23,https://www.cakalnedobe.si/ambulante/filipic-irena-doktor-stomatologije-zobozdravstvena-dejavnost/
3445987,Zasebni,OE MARIBOR,Zobozdravnik,260000,GRAND-RABIČ SIMONA - ZOBNA AMBULANTA,RIBNIŠKA ULICA 5,2000 MARIBOR,(02) 251 52 14,https://www.cakalnedobe.si/ambulante/grand-rabic-simona-zobna-ambulanta-zobozdravstvena-dejavnost/
3770639,Zasebni,OE MARIBOR,Zobozdravnik,260000,GRANDOŠEK KSENIJA - ZASEBNA ZOBOZDRAVNICA,SLOVENSKI TRG 4,2352 SELNICA OB DRAVI,(02) 671 11 10,https://www.cakalnedobe.si/ambulante/grandosek-ksenija-zasebna-zobozdravnica
2954543,Zasebni,OE MARIBOR,Zobozdravnik,260000,JAMAL TAFI MOHAMED - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,BISTRIŠKA CESTA 97,2319 POLJČANE,(02) 829 04 20,https://www.cakalnedobe.si/ambulante/jamal-tafi-mohamed-zasebna-zobozdravstvena-ordinacija
5091629,Zasebni,OE MARIBOR,Zobozdravnik,260000,"JVP DENTAL, ZOBOZDRAVSTVENE STORITVE, D.O.O.",POHORSKA ULICA 21 B,2000 MARIBOR,(02) 614 22 51,https://www.zdravniki-zobozdravniki.net/clan/jasmina-vranicar-pece-908/
